budget,imdb_id,original_language,runtime,revenue,genres1,genres2,genres3,prod1,prod2,prod3,weekday,month,year,day,cast1,cast2,cast3,cast4,cast5,director,producer,budget_log
0,tt0088765,3,98.0,1289783,4,0,0,0,0,0,4,11,1985,22,26472,1903,14415,17695,87003,29706,-1,0.0
7000000,tt0298744,3,104.0,123761,7,5,0,2002,1715,879,4,10,2002,18,17141,5293,12931,49,5372,1035,-1,15.76142084987672
150000000,tt0373889,3,138.0,77108414,2,9,8,2371,960,0,3,6,2007,28,10980,10989,10990,5658,5469,11343,10968,18.826145858727198
40000000,tt2631186,19,159.0,3575000,1,2,11,140,0,0,4,7,2015,10,237045,215910,85721,88167,141701,147021,1701630,17.50439003707821
5510000,tt1740710,7,139.0,403017,7,4,15,2445,0,0,4,9,2011,9,127787,85063,81869,1035354,1661343,127787,35771,15.522075362617285
45000000,tt0364045,3,103.0,11458465,1,5,14,2332,168,2371,4,3,2004,19,11701,569,2628,4800,15533,40256,65377,17.622173069956816
1500000,tt0119324,3,85.0,63266,4,7,0,1402,0,0,4,10,1997,10,7489,52419,19149,33260,35341,54050,-1,14.220976332738882
60000000,tt0298814,3,136.0,12053131,1,17,2,1602,551,976,4,3,2003,28,-1,-1,-1,-1,-1,-1,-1,17.909855136853043
25000000,tt0388500,3,105.0,12801465,4,15,0,1369,0,0,3,6,2005,2,15758,5588,1533,1981,8211,62116,9778,17.034386422832473
5000000,tt0937237,3,90.0,25628,7,18,0,919,2150,0,0,1,2007,1,100700,100701,100703,100705,100707,1150,19950,15.424948670398354
39000000,tt0086393,3,125.0,13352357,4,1,2,2371,626,371,4,6,1983,17,20006,9309,55278,1067,1734,10586,20010,17.479072229734946
34000000,tt0453556,3,90.0,24255205,2,3,4,2182,1014,2371,4,3,2007,23,16828,11863,10134,19303,2387,19499,19501,17.341871111992198
22000000,tt2980648,3,122.0,10979290,7,0,0,92,935,1613,2,8,2014,6,15735,964971,11851,1021684,935701,5306,13309,16.906553056777135
150000000,tt0330373,3,157.0,102685961,2,9,8,1620,2371,960,5,11,2005,5,10980,10989,10990,5469,5658,10723,10968,18.826145858727198
0,tt1405500,3,134.0,19497324,7,0,0,1242,0,0,4,11,2010,5,55314,54421,18284,9030,15563,80602,73834,0.0
50000000,tt2180411,3,125.0,31051923,9,4,13,2366,1322,1266,3,12,2014,25,5064,5081,55466,84223,62064,17633,1255687,17.72753358339242
35000000,tt0414993,3,96.0,3768702,7,2,16,1785,2371,1441,2,9,2006,6,6968,3293,9560,1173,230,6431,376,17.370858648025116
27000000,tt0120769,3,113.0,4010245,5,1,7,2264,587,0,3,3,1998,26,10297,22108,569,7132,2859,564,-1,17.11134746100564
176000003,tt1617661,3,124.0,18372372,16,9,1,2332,638,104,2,2,2015,4,18973,38673,48,37632,230680,9340,9340,18.9859945757297
5000000,tt2059171,3,93.0,9261,12,17,0,1873,601,997,4,4,2014,18,4451,111518,210773,2372,3201,120245,1292378,15.424948670398354
2000000,tt0119746,3,93.0,30533,7,4,0,705,879,0,2,9,1997,17,10401,6474,1231,6355,13526,86203,-1,14.508658238524095
26000000,tt0107818,3,125.0,143433,7,0,0,2242,464,0,2,12,1993,22,31,5292,4765,2453,3131,16294,16297,17.073607134447293
50000000,tt1464540,3,109.0,19449893,1,17,16,634,1790,223,4,2,2011,18,61363,18082,20374,141687,236851,40256,1123330,17.72753358339242
0,tt0092850,3,93.0,708112,12,17,0,1565,1897,0,6,4,1986,13,24519,68362,99037,163013,6832,557111,-1,0.0
230000000,tt1790809,3,129.0,62983253,2,1,9,2366,1106,1039,1,5,2017,23,85,3810,118,1017347,115150,20308,770,19.253589871235295
0,tt0111201,3,98.0,34299,4,7,0,1402,1892,310,4,10,1993,1,3291,47615,4783,5590,62010,72624,72628,0.0
90000000,tt3110958,3,129.0,22383146,1,2,4,2074,1244,1124,3,6,2016,2,44735,57755,103,54697,192,54507,15346,18.31532023940565
40000000,tt1694020,3,95.0,5290629,4,0,0,1602,1980,0,2,12,2012,19,19274,10400,63312,3492,36801,29214,928595,17.50439003707821
0,tt0106393,3,101.0,2840931,1,17,0,2168,1657,0,4,1,1993,1,21315,82442,2969,134340,942,82443,82442,0.0
10000000,tt0091541,3,91.0,5344555,4,15,0,2299,92,0,5,3,1986,15,31,56881,7674,21151,3266,24318,664,16.118095750958314
10800000,tt1132626,3,92.0,30053954,12,17,5,1244,2267,0,3,10,2008,23,2144,36055,50020,22434,6576,2679,2147,16.195056784687036
25000000,tt0117011,3,100.0,5612707,1,2,17,480,0,0,4,9,1996,13,15111,57395,7037,7471,85142,26767,56032,17.034386422832473
30000000,tt1129442,3,104.0,12063452,1,2,17,707,2093,903,2,11,2008,26,976,7693,75036,17343,134410,75035,-1,17.216707972959764
14000000,tt0102175,3,132.0,5332860,7,15,0,2299,26,0,4,6,1991,7,5281,18750,15532,1241,7164,5281,5281,16.454567959008102
26000000,tt0357413,3,94.0,28416365,4,0,0,123,0,0,4,7,2004,9,23659,18979,22226,28638,4495,55710,41039,17.073607134447293
15000000,tt0099938,3,111.0,7918560,4,0,0,1015,2299,0,4,12,1990,21,1100,14698,14699,12516,14700,8858,8858,16.52356082573315
2100000,tt4120176,5,102.0,31936,7,0,0,43,1709,1810,2,3,2016,16,17882,55805,27980,1186111,1096268,222686,54318,14.557448378884015
68000000,tt0259711,3,136.0,25015518,7,14,15,1602,522,2335,0,12,2001,10,500,955,6941,6856,11662,11649,11649,18.035018277846262
0,tt0090180,3,116.0,3551761,1,5,17,2290,1864,1472,4,11,1985,1,52267,5293,59872,59873,1241,15175,59875,0.0
15000000,tt0094924,3,120.0,1561793,7,0,0,2371,867,365,4,11,1988,11,5064,4783,1137477,199316,1137478,64061,70978,16.52356082573315
12000000,tt1764183,3,100.0,2002165,7,17,0,1244,148,1271,4,9,2012,14,1205,4038,3129,222330,221600,81856,74534,16.300417291085605
40000000,tt2515034,3,115.0,5028702,1,7,5,2069,1966,2093,0,2,2015,16,2228,69489,3810,5538,40900,35453,969757,17.50439003707821
45000000,tt0432021,3,94.0,23678580,12,1,16,1019,557,490,3,9,2007,20,63,18041,17303,20508,51944,52968,4697,17.622173069956816
0,tt3675748,11,115.0,165,12,1,0,1494,612,1517,3,5,2015,21,96472,142019,84046,123739,974738,17282,-1,0.0
100000000,tt0162661,3,105.0,30060467,7,9,17,1602,101,1316,3,11,1999,18,85,27762,6886,27763,3796,510,11303,18.420680753952364
0,tt4191054,3,99.0,5504441,13,3,8,1267,2229,0,4,1,2015,23,10697,38940,29223,1384599,1097967,2216,1413179,0.0
100000000,tt0212720,3,146.0,29352630,7,16,2,634,92,2038,4,6,2001,29,9640,1518,8213,9641,9642,488,2210,18.420680753952364
3800000,tt3714720,3,105.0,38210,4,7,0,907,2089,2076,3,8,2016,25,17697,452,28633,82191,84223,17697,1449075,15.150511887854474
7000000,tt0110186,3,119.0,5122600,5,7,15,0,0,0,2,9,1994,28,32486,9575,71913,62842,80622,67896,-1,15.76142084987672
18000000,tt0305711,3,95.0,17548993,4,0,0,2264,1831,1356,3,1,2003,9,18976,328,71198,62123,83108,17825,29015,16.705882371415992
45000000,tt0814022,3,99.0,7783266,1,5,17,2337,1046,1894,3,8,2008,21,2963,74747,66762,76484,76485,31033,76483,17.622173069956816
0,tt0091557,3,119.0,110313,2,7,0,2371,0,0,2,11,1986,26,3,15735,741,33688,17495,2690,30571,0.0
10400000,tt4832640,7,170.0,2371100,7,1,0,2445,0,0,2,7,2016,6,42802,81928,6519,1159971,1179628,1561054,35771,16.15731646026544
80000000,tt1302067,3,80.0,16411322,4,8,3,564,2372,2083,5,12,2010,11,707,12111,1772,59216,15286,9622,-1,18.197537205138154
24000000,tt0464154,3,88.0,10106872,4,12,0,2182,168,409,4,8,2010,20,1951,36801,3035,88699,130782,59291,102630,16.993564429978885
14000000,tt0176783,3,90.0,2321729,7,14,17,2332,1453,2371,4,4,2000,21,11866,11006,11661,17286,4886,19012,-1,16.454567959008102
7000000,tt0858479,3,95.0,4092465,4,7,15,1402,1938,907,4,4,2008,11,6065,520,27578,19159,225,78914,57570,15.76142084987672
14000000,tt3863552,7,163.0,2621282,2,4,7,698,1834,1127,4,7,2015,17,42802,37233,1489982,85047,648087,85048,1343063,16.454567959008102
425000,tt0085694,3,91.0,617661,12,14,17,2307,0,0,4,1,1983,21,104873,182038,980774,1434836,27106,68770,118938,12.959846800844963
28000000,tt1698641,3,81.0,18360230,8,4,0,2366,11,1112,2,10,2014,8,4495,9278,1198286,112476,220064,61069,79666,17.147715103853763
30000000,tt1054606,3,123.0,415233,2,9,14,1040,557,2272,3,10,2009,1,290,1810,85,9642,72466,280,-1,17.216707972959764
8500000,tt0089243,3,90.0,1261845,1,7,0,1369,0,0,4,5,1985,3,77053,77054,66055,161812,182095,57727,-1,15.955576839107596
125000000,tt1386703,3,121.0,25577758,1,16,2,480,1548,1788,3,8,2012,2,72466,3967,10860,17419,2440,3950,1123797,18.643824303266577
24000000,tt0122459,3,115.0,7820836,15,4,7,1369,1084,0,4,4,2000,7,12640,6613,26512,1162,26485,5149,-1,16.993564429978885
60000000,tt1598778,3,106.0,22403596,7,17,16,623,1785,2371,3,9,2011,8,1892,12052,204,9642,8293,1884,119665,17.909855136853043
20000000,tt0104549,3,124.0,3619666,5,7,14,1602,0,0,4,11,1992,6,1271,2714,139,6110,1907,8966,65106,16.811242881518265
0,tt0086450,3,107.0,1020958,4,0,0,2264,319,0,4,12,1983,16,14639,10774,21561,1466,1062,111492,1123035,0.0
0,tt1462411,3,100.0,16835,7,0,0,20,2254,0,4,11,2013,1,7517,6164,8329,34408,9976,41887,-1,0.0
105000000,tt0296572,3,119.0,24289165,1,16,0,1537,1748,0,4,6,2004,11,-1,-1,-1,-1,-1,-1,-1,18.46947091764561
46000000,tt0278504,3,118.0,20930169,5,14,17,1917,71,2424,4,5,2002,24,1158,2157,448,16307,42993,525,47286,17.6441519761925
15000000,tt0087262,3,114.0,4726660,9,7,12,2299,602,0,4,5,1984,11,18181,69597,12517,58691,8349,67753,69599,16.52356082573315
25000000,tt1327194,3,101.0,22518358,7,15,0,2332,595,2371,3,4,2012,19,29222,10401,221809,80289,211429,33433,-1,17.034386422832473
10000000,tt0088011,3,106.0,5105741,1,2,4,2264,1864,1497,4,3,1984,30,3392,3391,518,22767,236686,24,57309,16.118095750958314
55000000,tt4465564,3,118.0,46607250,7,15,0,2299,1646,0,2,2,2017,8,118545,1254583,33337,222130,234982,15890,188534,17.822843761378564
17000000,tt0104107,3,98.0,1504099,1,4,7,1369,659,0,4,8,1992,14,4512,20959,6905,17485,69122,12964,-1,16.648723960844016
12000000,tt0424993,3,103.0,11407751,4,15,0,1244,0,0,4,10,2006,6,31837,52052,51298,43120,53400,47364,62160,16.300417291085605
19000000,tt0102926,3,119.0,13766814,5,7,17,1551,2062,0,4,2,1991,1,1038,4173,349,15854,16293,16294,16298,16.759949589762293
45000000,tt1139328,3,128.0,183009,17,14,0,2066,1855,1738,4,2,2010,12,3061,517,19498,2109,207,3556,3560,17.622173069956816
16000000,tt0425430,3,90.0,14713321,14,17,12,480,857,1318,4,2,2007,2,37917,32597,14698,38405,12643,31033,61125,16.588099342704055
70000000,tt0430912,3,114.0,3201420,5,14,17,1055,1130,342,2,3,2006,29,4430,18616,44079,11207,30429,30365,-1,18.064005814299346
50000000,tt1210166,3,133.0,19501302,7,0,0,480,1905,0,3,9,2011,22,287,21007,1233,32,73457,5345,31270,17.72753358339242
40000000,tt1001508,3,129.0,27785487,4,15,7,1476,791,1060,4,2,2009,6,880,4491,69597,6161,16666,29009,-1,17.50439003707821
15000000,tt0084787,3,109.0,3107897,12,14,16,2299,2258,0,4,6,1982,25,6856,65827,11065,15417,15413,11770,10770,16.52356082573315
38000000,tt0107211,3,117.0,18387632,7,0,0,1602,0,0,2,4,1993,7,4135,3416,57755,5950,17485,7270,34695,17.453096744006448
15000000,tt0098206,3,114.0,5957656,1,17,0,2290,2041,1966,4,5,1989,19,723,6473,16431,856,63941,63943,1091,16.52356082573315
75000000,tt0118883,3,135.0,19313566,1,7,14,1966,2371,620,3,8,1997,7,2461,1204,2387,56040,14328,7187,1091,18.132998684833918
50000000,tt0427229,3,97.0,24411322,4,0,0,1602,1905,724,4,3,2006,10,10297,520,11664,21180,51329,46076,17751,17.72753358339242
27000000,tt0116778,3,113.0,5582079,4,0,0,1424,1369,0,3,7,1996,4,57755,1811,25308,1532,1534,7396,7407,17.11134746100564
50000000,tt0427327,3,117.0,27476745,8,4,13,1476,1042,1529,4,7,2007,13,8891,1160,4690,11006,15758,20739,29207,17.72753358339242
18000000,tt0083943,3,136.0,8152948,16,1,2,1312,0,0,6,6,1982,13,190,12517,66811,2268,653,190,190,16.705882371415992
90000000,tt0407887,3,151.0,26887467,7,17,5,2321,1348,2371,3,10,2006,5,6193,1892,514,13240,8349,1032,16729,18.31532023940565
20000000,tt0091605,3,130.0,494571,7,17,14,2473,1216,1739,2,9,1986,24,738,2224,2367,2368,2369,2352,124454,16.811242881518265
0,tt0087175,3,99.0,2257627,2,12,16,2389,2472,421,2,8,1984,15,6065,2201,290,11998,689,52629,105598,0.0
0,tt0087747,3,115.0,3536687,4,7,15,481,222,1284,0,6,1984,4,2157,2051,90180,83851,1190224,47773,47773,0.0
0,tt3608930,3,104.0,29343,5,17,19,287,0,0,4,10,2016,21,569,527313,5296,543261,8891,101542,1279839,0.0
18000000,tt0120802,3,131.0,47415,7,17,14,1809,411,0,3,9,1998,10,96974,141715,141716,141717,141718,78012,-1,16.705882371415992
0,tt0347246,11,100.0,317722,3,7,16,210,1713,0,5,3,2004,6,34923,40451,20664,12199,83933,12180,12183,0.0
0,tt0102996,3,84.0,2456772,4,15,0,1075,0,0,4,11,1991,8,2231,6807,4587,88059,82340,40230,-1,0.0
0,tt0110006,3,100.0,6062857,4,8,7,2366,380,0,4,2,1995,17,7399,77337,77330,26042,32394,32593,-1,0.0
0,tt1196134,3,136.0,64438,4,15,0,0,0,0,4,1,2010,8,12898,10205,11477,18999,31171,12898,-1,0.0
130000000,tt0320661,3,144.0,19635996,7,1,2,2066,2264,1904,1,5,2005,3,114,10912,16940,20982,2039,578,578,18.683045016112164
37000000,tt1161864,3,114.0,14789393,7,17,12,1476,494,1381,4,1,2011,28,4173,235767,8602,13014,8785,29605,33624,17.426428497635523
4000000,tt0365748,3,99.0,3330781,12,4,0,2299,255,2069,4,4,2004,9,11108,11109,11110,11111,7028,11090,11112,15.201805169084134
23000000,tt0129387,3,119.0,13740644,15,4,0,2264,0,0,2,7,1998,15,6941,7399,2876,7400,1534,7396,7408,16.951004817371683
40000000,tt0363988,3,96.0,18237568,17,14,0,481,1606,891,4,3,2004,12,85,1241,49,16327,17764,508,35974,17.50439003707821
15000000,tt0810819,3,120.0,187318,7,0,0,1699,2431,154,4,11,2015,27,37632,227454,73381,55085,17064,70500,238443,16.52356082573315
39000000,tt0465602,3,86.0,5716554,1,17,4,1476,111,0,3,7,2007,26,2296,28782,13242,230,231,24949,34970,17.479072229734946
0,tt0086014,3,99.0,2572750,16,12,0,2299,0,0,4,9,1983,2,30620,2880,2714,15416,5047,15663,57447,0.0
50000000,tt0116409,3,109.0,9215063,2,0,0,492,1599,0,4,10,1996,11,3392,5576,207,51878,1246,2042,65685,17.72753358339242
30000000,tt0481369,3,101.0,14602867,17,7,14,1476,494,777,4,2,2007,23,206,12519,33235,6413,21044,5572,33624,17.216707972959764
13000000,tt0107207,3,133.0,109805,7,0,0,2299,950,0,6,12,1993,12,11856,4935,7056,28743,13328,53334,53334,16.380459992348886
0,tt0097328,3,110.0,2130024,1,4,5,2242,882,1786,4,12,1989,15,738,4483,4756,2111,20217,39996,1093,0.0
28000000,tt0117039,3,132.0,182221,7,17,0,847,2371,0,4,10,1996,25,3896,18992,9029,4566,1204,17016,9021,17.147715103853763
7000000,tt0095742,3,99.0,12833403,12,17,0,1476,0,0,4,8,1988,19,5139,63914,63915,63916,63917,16938,56891,15.76142084987672
55000000,tt0116253,3,133.0,12069780,1,2,7,1966,2371,0,4,3,1996,15,6856,23880,4587,5723,17485,2523,1094,17.822843761378564
0,tt2371834,2,92.0,2664,7,0,0,2112,1993,2284,4,2,2013,8,1142222,1142224,1142223,40522,1139019,40506,-1,0.0
0,tt0780608,3,88.0,5993,4,0,0,582,117,128,6,1,2007,21,1772,11702,17697,43775,24368,19224,1109054,0.0
58000000,tt0485985,3,125.0,18782154,7,1,2,1267,2264,1615,3,1,2012,19,17419,35013,9777,221019,18288,1216147,1219884,17.87595358575207
125000000,tt0382625,3,149.0,77073388,17,14,0,480,1015,1981,2,5,2006,17,31,2405,1327,6162,1003,6159,8406,18.643824303266577
150000,tt0114095,3,94.0,57237,4,0,0,1618,0,0,4,6,1995,9,7489,23626,176628,8695,56694,56714,1719110,11.918397239722838
2500000,tt1990314,3,85.0,35539,16,4,7,1882,2034,1607,3,8,2012,16,8924,882,11006,4038,133,836732,1095275,14.731801689838349
30000000,tt1127180,3,99.0,15825480,12,17,0,2299,857,1318,6,3,2009,15,8291,15033,95696,95697,19839,7623,11359,17.216707972959764
35000000,tt0104714,3,118.0,33243086,2,1,4,1966,2371,0,4,5,1992,15,2461,2047,4517,14343,14344,7187,14336,17.370858648025116
0,tt0083798,3,89.0,4289601,4,14,0,2299,160,0,4,5,1982,21,67773,36042,30510,1895,14974,1895,10590,0.0
0,tt0085248,3,103.0,2923297,7,8,0,0,0,0,4,3,1983,25,81544,147119,922,26557,8437,4951,-1,0.0
49900000,tt1240982,3,102.0,9360020,4,0,0,2299,2064,0,4,4,2011,8,62862,17051,524,11664,15009,64141,19282,17.725531580761828
60000000,tt0165982,3,86.0,6874477,8,3,2,632,0,0,2,7,2003,2,287,1922,1160,12763,352,1205756,56671,17.909855136853043
10000000,tt0086491,3,101.0,6614366,7,9,12,2371,0,0,4,6,1983,24,13,83810,14101,12074,707,20629,-1,16.118095750958314
0,tt0455499,3,78.0,7288977,3,4,8,2264,638,556,3,6,2006,15,1532,33259,9188,11764,33654,49903,2043,0.0
35000000,tt1033643,1,99.0,20172474,4,15,0,2264,1785,1423,2,5,2008,7,18976,6941,25703,15758,4515,56717,20516,17.370858648025116
25000000,tt0087062,3,93.0,6301694,1,4,5,2371,571,1311,2,12,1984,5,190,16475,13724,29803,9626,24318,56192,17.034386422832473
3500000,tt0084296,3,104.0,694126,8,7,1,2264,354,0,1,3,1982,2,73489,75394,2090,91486,91487,1174031,-1,15.068273812173887
150000000,tt0938283,3,103.0,40325019,1,2,8,1602,1491,1143,2,6,2010,30,88816,61186,84215,76788,17857,11614,-1,18.826145858727198
30000000,tt1535438,3,100.0,14650121,7,4,15,480,1318,699,1,8,2012,7,5064,4495,2176,5376,164094,5065,928632,17.216707972959764
1000000,tt0384286,3,90.0,4428209,12,17,0,2299,0,0,4,9,2005,16,47628,51936,49623,32362,63275,55075,71600,13.815511557963774
90000000,tt0119643,3,178.0,15017995,9,7,14,2299,457,0,3,11,1998,12,287,4173,4174,4175,4726,769,4183,18.31532023940565
35000000,tt0092965,3,153.0,1314509,7,11,18,92,2371,0,2,12,1987,9,3894,6949,8436,53517,7399,488,488,17.370858648025116
0,tt0108258,3,87.0,2026278,1,2,4,1476,0,0,0,9,1993,20,60949,58210,31004,30048,139869,57359,-1,0.0
26000000,tt4535650,7,158.0,1920402,5,1,4,1774,1840,0,4,12,2015,18,35742,55061,1108119,1285028,35779,86783,-1,17.073607134447293
4000000,tt0873886,3,88.0,204230,12,1,17,2156,1454,1654,4,8,2011,19,2536,1230,6832,11665,59219,19303,6624,15.201805169084134
150000000,tt0473075,3,116.0,30095259,2,9,1,2366,1106,0,2,5,2010,19,131,59620,2282,658,55412,10723,770,18.826145858727198
19000000,tt0089218,3,114.0,9105913,2,4,8,92,2371,0,3,6,1985,6,1328,16851,57371,3034,2055,7187,7187,16.759949589762293
20000000,tt0114887,3,103.0,9526010,7,15,0,2264,2469,0,4,8,1995,11,6384,37946,5401,7353,1194312,22767,3415,16.811242881518265
10000000,tt0337909,3,108.0,151393,4,0,0,933,2229,0,1,9,2003,2,15735,477,40041,8443,55688,24248,71454,16.118095750958314
11000000,tt5362988,3,111.0,161558,1,5,14,2195,2042,55,3,8,2017,3,17604,550843,84225,205976,19498,1215399,1614581,16.213405921671733
74000000,tt2279373,3,93.0,55365012,3,2,4,1602,1491,1490,3,2,2015,5,78798,34398,70615,6574,78799,217174,114408,18.119575664681957
0,tt1629705,3,98.0,15254,2,1,19,1734,2124,134,2,8,2011,31,9880,101400,17093,9029,553883,19841,1128094,0.0
12000000,tt0339034,3,90.0,2715848,4,15,0,6,0,0,4,6,2003,20,155488,1022712,1223005,1231280,1213580,64815,1292850,16.300417291085605
36000000,tt0480687,3,105.0,13535374,4,0,0,1476,495,0,4,2,2011,25,887,58224,51856,18979,212833,7396,7408,17.399029524198163
14500000,tt0088194,3,93.0,2426500,1,17,13,2299,0,0,4,6,1984,1,60650,2882,8872,23882,5293,1723,1093,16.489659276356317
40000000,tt0102138,3,189.0,5223658,7,17,11,356,359,1080,4,12,1991,20,1269,2176,64,4724,12132,1152,7531,17.50439003707821
25000000,tt0989757,3,115.0,30468614,7,15,18,1909,0,0,3,2,2010,4,71070,38673,9976,28633,53368,5306,54419,17.034386422832473
1250000,tt0087015,3,88.0,1762922,12,16,0,1482,343,0,4,8,1984,31,11512,11511,90519,387,90528,90525,1534431,14.038654909278163
7400000,tt1527186,1,136.0,257174,7,16,0,2460,585,540,3,5,2011,26,205,4273,2628,44079,5049,42,57018,15.816990693309524
38000000,tt0120646,3,106.0,5558400,7,14,0,481,1315,0,4,3,1999,12,1160,4515,2395,23495,156606,140354,-1,17.453096744006448
40000000,tt0103859,3,117.0,13640706,4,15,0,1602,0,0,1,6,1992,30,776,59153,4587,58563,10661,68215,339,17.50439003707821
55000000,tt0408790,3,98.0,24629938,17,7,14,1015,2229,0,3,9,2005,22,1038,133,48,57278,124304,57270,339,17.822843761378564
18000000,tt0104006,3,99.0,5023467,5,7,14,1647,971,2230,4,10,1992,16,8945,1161,1979,41670,2178,6349,11405,16.705882371415992
30,tt0213203,10,78.0,22718184,2,3,4,1602,1491,1600,3,9,2000,14,15274,4038,12074,15762,80719,80540,-1,3.4339872044851463
20000000,tt0913354,3,88.0,6511128,1,5,7,1909,2044,732,4,12,2009,4,31132,2975,22108,17341,2876,41671,1002398,16.811242881518265
30000000,tt0420223,3,113.0,13411093,4,7,9,1318,2192,0,5,9,2006,9,23659,1579,4483,7056,15758,12995,-1,17.216707972959764
30000000,tt0171433,3,127.0,8078671,4,0,0,2029,2229,2250,4,4,2000,14,7399,819,40279,10774,3265,819,40277,17.216707972959764
100000000,tt5013056,3,107.0,50513488,1,7,11,360,2068,2371,2,7,2017,19,-1,-1,-1,-1,-1,-1,-1,18.420680753952364
70000000,tt1043726,3,99.0,8868318,1,2,0,1391,0,0,4,1,2014,10,34502,934219,1165384,78110,228969,16938,17208,18.064005814299346
21000000,tt0084805,3,116.0,5540470,4,15,0,481,1399,1723,3,12,1982,16,4483,4431,8437,12850,1466,2226,4184,16.860033043306743
29000000,tt0878804,3,129.0,34119372,7,0,0,71,1210,2470,4,11,2009,20,18277,112560,8534,74428,66658,54040,47286,17.182806422433504
0,tt0099768,3,108.0,49827,14,7,17,952,1045,0,2,11,1990,21,3910,1248,1370,55156,12819,15488,-1,0.0
7000000,tt1019452,3,105.0,251337,4,7,0,1385,2068,1789,4,10,2009,2,72873,21125,105303,105304,105305,1224,1224,15.76142084987672
0,tt5770620,3,94.0,66286,4,0,0,36,0,0,4,5,2017,5,26513,72638,49735,4766,592320,145130,-1,0.0
165000000,tt2245084,3,102.0,56215889,2,8,3,2366,2364,0,4,10,2014,24,66580,515510,82093,51990,78324,227439,56612,18.92145603792546
76000000,tt0206634,3,109.0,179268,7,1,17,2299,2061,966,4,9,2006,22,2296,3895,1231,56365,5294,11218,973271,18.1462439114085
20000000,tt0433386,3,102.0,20825300,12,17,0,481,857,2321,4,10,2006,13,11863,20354,20372,20373,3130,20310,20316,16.811242881518265
50100000,tt2381941,3,105.0,18685137,15,4,5,1163,1768,2455,2,2,2015,25,2888,234352,17289,39545,29512,56412,1899,17.729531586015174
22000000,tt2312718,3,100.0,6915241,1,17,0,1391,1542,0,2,11,2013,27,976,17051,1109976,1920,58168,5501,16486,16.906553056777135
60000000,tt0253556,3,101.0,15632281,2,1,9,2183,2029,2432,4,7,2002,12,3894,10297,10695,17276,2957,12523,5707,17.909855136853043
28000000,tt1273678,3,94.0,9726056,1,4,8,1831,1789,2028,4,1,2010,15,38425,429,18897,78887,41798,13581,-1,17.147715103853763
17000000,tt0084917,3,136.0,2902088,4,0,0,2371,1580,0,4,8,1982,13,2157,54782,515,12074,7668,9577,57139,16.648723960844016
12500000,tt0104348,3,100.0,2104402,5,7,14,1476,835,2471,1,9,1992,15,1158,3151,7447,1903,228,15890,57754,16.341239282272525
20000000,tt0120483,3,97.0,4604819,4,17,5,1785,2114,1678,4,11,1997,14,1532,8212,12656,658,47874,15148,18679,16.811242881518265
17000000,tt0374563,3,96.0,1429100,5,12,17,797,1740,377,4,3,2007,9,25837,19154,3201,10964,230772,8965,993634,16.648723960844016
160000000,tt0120657,3,102.0,10267756,2,9,1,2229,0,0,4,8,1999,27,3131,19898,19899,19900,19901,1090,42006,18.8906843794481
0,tt0926129,3,88.0,20804941,5,12,0,81,0,0,3,4,2008,10,29221,53368,55463,39556,55464,45627,59920,0.0
25000000,tt2223990,3,109.0,9783603,7,0,0,2074,1244,0,4,4,2014,11,1269,9278,11824,16431,53256,8858,1117879,17.034386422832473
5000000,tt0790636,3,117.0,260865,7,11,0,2302,2299,2349,5,9,2013,7,10297,9278,7499,81681,18324,69371,1287613,15.424948670398354
0,tt1185431,3,108.0,58692,4,7,0,959,0,0,4,8,2009,21,9137,33235,4724,31711,28638,33315,96357,0.0
3000000,tt1152822,3,93.0,31893,6,0,0,407,898,981,4,10,2010,1,226772,226773,226774,226775,226776,84369,136076,14.914123179965662
69000000,tt0427152,3,114.0,23527839,4,0,0,1602,634,2029,4,7,2010,30,4495,22226,121953,55936,58225,6737,-1,18.049617077054286
0,tt0109450,3,128.0,63786,7,0,0,1785,72,2371,4,12,1994,2,2176,4040,12139,2141,-1,4037,-1,0.0
120000000,tt1483013,3,124.0,37054485,1,16,2,2299,417,1789,2,4,2013,10,500,192,18182,127558,12795,86270,935717,18.603002309079653
20000000,tt0974661,3,102.0,23722310,4,0,0,1476,1529,0,2,3,2009,11,29222,41087,14408,42289,17270,58552,20742,16.811242881518265
5000000,tt0322802,3,87.0,22763437,6,4,0,1602,1287,598,0,10,2002,21,9656,56584,56585,56586,86627,56578,56578,15.424948670398354
0,tt0087482,3,113.0,3076894,4,7,15,1191,2371,951,4,9,1984,28,31070,56881,69597,21520,922,56106,67066,0.0
200000000,tt1623205,3,130.0,79110453,9,2,8,2366,1845,0,3,3,2013,7,17051,18973,3293,1812,5367,7623,18311,19.11382792951231
0,tt1334479,3,92.0,19302,6,0,0,0,0,0,4,7,2009,10,-1,-1,-1,-1,-1,1455472,-1,0.0
22000000,tt0085255,3,109.0,8258149,16,1,17,481,1764,0,5,2,1983,5,6355,8255,12407,11511,51347,12840,5053,16.906553056777135
100000000,tt1267297,3,99.0,29800263,1,2,0,1602,1369,1751,2,7,2014,23,18918,6972,5049,17328,76547,11091,73772,18.420680753952364
0,tt0138537,3,80.0,7724,15,4,0,1121,2075,0,4,10,1999,29,163958,20047,160007,41734,86128,1018072,1018072,0.0
0,tt0099654,3,84.0,4803480,4,8,9,2299,1858,0,4,6,1990,29,51962,65397,65398,1390332,2481,16897,1455432,0.0
